datetime;city;station;temperature;pressure;wind_speed
2017-09-05 19:18:42.167846;Vezoul;C;20.22487301074059;1019.900654696929;4
2017-09-05 19:33:35.167846;London;B;17.814010930911653;1016.2689721775158;9
2017-09-05 19:44:21.167846;Istanbul;C;20.920627888514794;1003.3673956353618;1
2017-09-05 19:46:45.167846;London;A;14.133192107830975;0;4
2017-09-05 20:10:49.167846;Vezoul;A;19.07302333264476;998.6056629595248;7
2017-09-05 20:17:16.167846;Berlin;A;22.078524732292752;973.9017583030891;5
2017-09-05 20:24:24.167846;Paris;A;15.089128481061131;1000.4142082263332;0
2017-09-05 20:51:37.167846;Paris;B;19.924481068454284;1012.5026722867434;5
2017-09-05 21:05:39.167846;London;A;17.720572735859687;972.5538254010444;7
2017-09-05 21:28:15.167846;Vezoul;C;24.735721405069572;993.9138978379971;5
2017-09-05 21:54:41.167846;Vezoul;A;10.34812234949197;978.5519434033379;7
2017-09-05 22:20:27.167846;Vezoul;B;25.676988593151336;1007.377741141681;1
2017-09-05 22:32:07.167846;London;C;21.876357735602866;2998.113728206785;8
2017-09-05 22:44:58.167846;Istanbul;B;8.755344241143632;1029.186725963232;1
2017-09-05 23:05:30.167846;Vezoul;C;16.902191620948912;998.7457491021723;2
2017-09-05 23:14:23.167846;Vezoul;B;16.34082383761119;1016.5094316602842;8
2017-09-05 23:30:14.167846;Vezoul;A;28.41331627048174;1000.8862529331606;8
2017-09-05 23:34:59.167846;Vezoul;C;18.748108390702527;977.489316605146;0
2017-09-05 23:41:55.167846;Vezoul;C;25.33407954965348;1001.4821387767043;3
2017-09-05 23:46:26.167846;Vezoul;C;31.930235297370686;987.8454197998965;6
2017-09-06 00:10:23.167846;Paris;A;22.210157913098186;990.5824448590448;3
2017-09-06 00:17:09.167846;Vezoul;C;24.039998566169427;978.253494305714;2
2017-09-06 00:40:14.167846;Vezoul;C;14.165514093006024;993.2671628268416;4
2017-09-06 00:51:32.167846;Berlin;A;25.167065332422972;977.8845736042521;2
2017-09-06 01:19:06.167846;Istanbul;A;15.096078372968632;994.562559263882;3
2017-09-06 01:47:40.167846;Vezoul;B;19.09661082596974;981.397525126953;8
2017-09-06 01:47:51.167846;Berlin;A;382.58305038214263;1025.341319142153;7
2017-09-06 02:16:10.167846;Vezoul;C;23.955638311136752;995.4927950248951;5
2017-09-06 02:21:35.167846;Paris;B;18.568422442894978;992.0337151036133;9
2017-09-06 02:24:56.167846;Berlin;C;6887.363764225207;988.216539780922;2
2017-09-06 02:48:08.167846;London;B;21.63209341028624;1020.9625984613259;5
2017-09-06 03:09:15.167846;Vezoul;C;20.63778735223294;987.0791060997572;3
2017-09-06 03:37:36.167846;London;A;19.345604483316265;1003.3605043969305;0
2017-09-06 03:56:18.167846;Vezoul;C;14.82897945187803;1001.348150186757;9
2017-09-06 04:15:04.167846;Istanbul;C;19.722407866515194;981.4400781355183;1
2017-09-06 04:21:10.167846;Berlin;C;-563.3114875614696;0;0
2017-09-06 04:36:03.167846;Vezoul;A;19.113470942720436;1008.7670588613045;9
2017-09-06 04:54:14.167846;Berlin;B;21.94211209866622;1002.1554252214622;9
2017-09-06 05:13:02.167846;Vezoul;C;26.506213800780863;1007.7999702019349;10
2017-09-06 05:39:49.167846;Paris;B;4863.92094907466;1000.2770449228167;9
2017-09-06 06:01:03.167846;Istanbul;B;17.93716684546402;1766.8143685547107;1
2017-09-06 06:03:58.167846;Vezoul;B;-3114.495075617767;967.9242100878263;1
2017-09-06 06:13:17.167846;Vezoul;A;18.5308172451502;3130.7121540526964;9
2017-09-06 06:42:00.167846;Berlin;A;21.312908043384166;981.6098822821732;5
2017-09-06 06:49:46.167846;Istanbul;B;22.66654906954823;994.9734641137173;8
2017-09-06 06:50:11.167846;Paris;A;22.15078741213253;994.2700626563992;10
2017-09-06 07:02:45.167846;Berlin;A;19.310976738097935;1006.9255608077027;1
2017-09-06 07:31:17.167846;Paris;B;13.44750199989095;991.268607817779;2
2017-09-06 07:59:37.167846;Istanbul;C;29.395294539848248;1027.6192250412234;10
2017-09-06 08:02:48.167846;Berlin;B;25.74410775465709;1007.7148122002509;5
2017-09-06 08:32:05.167846;Istanbul;A;23.168433484736667;999.6815463070404;0
2017-09-06 08:42:01.167846;Berlin;B;16.22153799567837;998.2801380733817;1
2017-09-06 09:05:35.167846;Paris;C;23.48583656681216;2500.0728971268854;0
2017-09-06 09:26:48.167846;Berlin;B;14.090461934995488;993.9835850967122;8
2017-09-06 09:36:38.167846;Istanbul;A;19.749202622839185;977.0310592882194;10
2017-09-06 09:39:53.167846;London;A;735.1957936156433;1008.8991722155927;8
2017-09-06 09:52:37.167846;London;B;24.98575636123368;979.8169069350018;4
2017-09-06 10:03:28.167846;London;A;33.513770827099165;990.4892885062137;4
2017-09-06 10:14:05.167846;London;B;7.471178145903071;1003.9028124363701;1
2017-09-06 10:18:48.167846;Istanbul;B;-7404.64426239241;996.5491613916635;2
2017-09-06 10:45:27.167846;Istanbul;C;21.06214672442904;998.3393541433774;3
2017-09-06 10:58:18.167846;London;B;12.07026347169175;1004.6400360554569;6
2017-09-06 11:08:59.167846;Vezoul;B;20.105065404943755;999.7972601794982;8
2017-09-06 11:17:36.167846;Paris;C;23.86250032155489;1498.3889151293774;2
2017-09-06 11:19:11.167846;Paris;C;29.173079874914976;991.4794738285998;1
2017-09-06 11:37:48.167846;Berlin;A;21.18261010776379;992.4456945900539;4
2017-09-06 11:40:18.167846;Istanbul;B;23.338711467030997;1010.0050199120425;9
